sample_id,is_correct,image_score,text_score,category
0,False,0.5,0.5,Relation
2,False,0.5,0.5,Relation
3,False,0.5,0.5,Object
5,True,1.0,1.0,Object
6,True,1.0,1.0,Object
7,True,1.0,1.0,Object
8,False,0.5,0.5,Object
9,False,0.5,0.5,Object
10,True,1.0,1.0,Object
11,False,0.5,0.5,Object
12,True,1.0,1.0,Object
13,False,0.0,0.0,Object
14,True,1.0,1.0,Object
15,True,1.0,1.0,Object
16,False,0.5,0.5,Object
17,True,1.0,1.0,Object
18,True,1.0,1.0,Object
19,True,1.0,1.0,Object
20,False,0.5,0.5,Relation
21,True,1.0,1.0,Relation
22,False,0.5,0.5,Relation
23,False,0.5,0.5,Relation
24,True,1.0,1.0,Relation
25,False,0.0,0.0,Relation
26,True,1.0,1.0,Relation
28,True,1.0,1.0,Relation
29,True,1.0,1.0,Relation
30,True,1.0,1.0,Relation
32,True,1.0,1.0,Relation
33,True,1.0,1.0,Relation
34,True,1.0,1.0,Relation
35,False,0.0,0.5,Relation
36,True,1.0,1.0,Relation
37,True,1.0,1.0,Relation
38,False,0.5,0.5,Relation
39,False,0.5,0.5,Relation
40,False,0.5,0.5,Relation
41,False,0.5,0.5,Relation
42,False,0.5,0.5,Relation
43,True,1.0,1.0,Relation
44,False,0.0,0.0,Relation
45,True,1.0,1.0,Relation
46,False,0.5,0.0,Relation
47,True,1.0,1.0,Relation
48,True,1.0,1.0,Relation
49,True,1.0,1.0,Object
50,False,0.5,0.5,Relation
51,True,1.0,1.0,Relation
52,False,0.5,0.5,Relation
53,False,0.0,0.5,Relation
54,False,0.0,0.0,Relation
56,False,0.0,0.0,Relation
57,True,1.0,1.0,Relation
59,True,1.0,1.0,Relation
60,True,1.0,1.0,Relation
61,False,0.5,0.5,Relation
62,False,0.5,0.5,Relation
63,True,1.0,1.0,Relation
64,False,0.5,0.5,Relation
65,True,1.0,1.0,Relation
66,False,0.0,0.0,Relation
67,False,0.0,0.0,Relation
68,False,0.5,0.5,Object
69,True,1.0,1.0,Object
70,False,0.0,0.5,Relation
71,True,1.0,1.0,Relation
72,True,1.0,1.0,Object
75,False,0.5,0.5,Relation
76,False,0.0,0.0,Relation
77,True,1.0,1.0,Relation
78,False,0.0,0.0,Relation
79,False,0.0,0.5,Relation
80,True,1.0,1.0,Object
81,False,0.0,0.0,Object
82,False,0.5,0.5,Relation
83,False,0.5,0.5,Relation
84,False,0.5,0.5,Object
85,True,1.0,1.0,Relation
86,False,0.5,0.5,Both
87,True,1.0,1.0,Relation
88,False,0.0,0.0,Object
89,False,0.5,0.5,Relation
90,True,1.0,1.0,Object
91,False,0.5,0.5,Object
93,False,0.5,0.5,Relation
94,True,1.0,1.0,Relation
95,False,0.5,0.5,Both
96,False,0.0,0.5,Both
97,True,1.0,1.0,Relation
98,False,0.5,0.5,Both
100,False,0.5,0.5,Relation
102,True,1.0,1.0,Relation
104,True,1.0,1.0,Relation
105,False,0.5,0.5,Relation
106,True,1.0,1.0,Relation
107,True,1.0,1.0,Relation
108,True,1.0,1.0,Relation
110,True,1.0,1.0,Relation
111,True,1.0,1.0,Relation
112,False,0.5,0.5,Relation
113,True,1.0,1.0,Relation
114,True,1.0,1.0,Relation
115,True,1.0,1.0,Relation
116,True,1.0,1.0,Relation
117,False,0.5,0.5,Relation
118,True,1.0,1.0,Relation
120,True,1.0,1.0,Relation
121,True,1.0,1.0,Relation
123,True,1.0,1.0,Relation
124,True,1.0,1.0,Relation
125,False,0.5,0.5,Relation
126,False,0.5,0.5,Relation
127,True,1.0,1.0,Relation
128,False,0.0,0.0,Relation
129,True,1.0,1.0,Relation
131,False,0.0,0.0,Object
132,False,0.0,0.0,Object
133,False,0.5,0.5,Both
134,True,1.0,1.0,Relation
135,False,0.0,0.0,Relation
136,False,0.5,0.5,Object
137,False,0.5,0.5,Relation
138,True,1.0,1.0,Relation
139,True,1.0,1.0,Relation
140,True,1.0,1.0,Object
141,True,1.0,1.0,Object
142,True,1.0,1.0,Object
143,True,1.0,1.0,Object
144,True,1.0,1.0,Object
145,False,0.0,0.0,Relation
146,True,1.0,1.0,Object
147,True,1.0,1.0,Object
148,False,0.5,0.5,Object
149,False,0.5,0.5,Object
150,False,0.5,0.5,Both
152,False,0.5,0.5,Object
153,True,1.0,1.0,Object
154,True,1.0,1.0,Object
155,False,0.5,0.5,Object
156,False,0.0,0.5,Relation
157,True,1.0,1.0,Object
158,True,1.0,1.0,Object
159,False,0.5,0.5,Object
160,True,1.0,1.0,Object
161,True,1.0,1.0,Object
162,False,0.0,0.0,Object
163,True,1.0,1.0,Object
165,False,0.5,0.5,Object
166,False,0.0,0.0,Object
167,False,0.5,0.5,Object
168,False,0.5,0.5,Object
169,False,0.5,0.5,Object
170,True,1.0,1.0,Object
171,True,1.0,1.0,Object
172,True,1.0,1.0,Object
173,True,1.0,1.0,Object
174,False,0.5,0.5,Object
176,False,0.0,0.0,Object
177,False,0.5,0.5,Object
